,brand,model,biz30day,total_sold_price,submarket,target_score,sku
106,braun/博朗, MQ787,57.0,85605.0,"{'4': '婴儿辅食', '7': '手持'}","{'功能': {'丸子': 1.0, '刀功': -1.0, '切丝': 4.0, '功率': 6.0, '姜茶': 1.0, '手打': 1.0, '机型': 0.0, '果汁': 2.0, '枣泥': 1.0, '榨汁': 3.0, '水果': 1.0, '汤锅': 1.0, '油茶': 1.0, '用具': 1.0, '碎冰': 1.0, '碎肉': 1.0, '米糊': 1.0, '红枣': 1.0, '纤维': 1.0, '绞肉': 1.0, '肉肉': 1.0, '苹果': 1.0, '虾皮': 0.0, '辅食': 4.0, '香蕉': 1.0, '鱼丸': 1.0, '内包装': 1.0, '功能性': 1.0, '土豆泥': 3.0, '很给力': 2.0, '打蛋器': -1.0, '榨汁机': 0.0, '粉碎机': -1.0, '胡萝卜': 2.0, '蔬菜泥': 1.0, '西瓜汁': 1.0, '西红柿': 1.0}, '服务': {'买家': 1.0, '亲们': 1.0, '信用': 1.0, '包装': 49.0, '包裹': 1.0, '包邮': 1.0, '卖家': 2.0, '发票': 1.0, '口碑': 1.0, '天猫': 1.0, '好评': 1.0, '客服': 17.0, '差评': -1.0, '店主': 1.0, '店家': 3.0, '态度': 13.0, '果泥': 4.0, '盒子': -1.0, '素质': 2.0, '赠品': 15.0, '包装箱': 1.0, '说明书': 6.0, '售后服务': 1.0, '服务态度': 12.0}, '款式': {'印象': 0.0, '塑料': -1.0, '大小': 1.0, '尺寸': 1.0, '手感': 7.0, '机身': 0.0, '颜值': 3.0, '颜色': 1.0, '很漂亮': 2.0, '收纳盒': -1.0}, '质量': {'刀头': 1.0, '厨房': 0.0, '商品': 1.0, '噪声': 1.0, '噪音': -3.0, '声音': -8.0, '实物': 2.0, '性能': 1.0, '挺好': 6.0, '物件': 1.0, '用料': 1.0, '粗细': 1.0, '薄厚': -1.0, '质量': 68.0, '锅子': 1.0, '零件': -1.0, '低噪音': 1.0, '安全性': 1.0, '实用性': 1.0, '马达声': -1.0, '真材实料': -1.0, '所见即所得': 1.0}}","{'产品功能': '切菜\xa0绞肉\xa0搅拌\xa0和面\xa0打蛋\xa0制奶昔\xa0切丝 切片', '适用人数': '1-3人', '颜色分类': '黑色'}"
107,braun/博朗, MQ9087X,30.0,68699.0,"{'4': '婴儿辅食', '7': '手持'}","{'功能': {'果汁': 1.0, '肉馅': 1.0, '食物': 1.0, '鸡蛋': 1.0}, '服务': {'包裹': 1.0, '客服': 2.0, '态度': -1.0, '赠品': 1.0}, '质量': {'噪音': 2.0, '质量': 2.0, '道具': 1.0}}","{'产品功能': '榨汁\xa0切菜\xa0绞肉\xa0搅拌\xa0和面\xa0打蛋\xa0制奶昔\xa0混合\xa0切丝 切片', '适用人数': '1-3人', '颜色分类': '黑色'}"
108,clara,XD-K20E,15.0,4452.0,{'4': '婴儿辅食'},"{'功能': {'果汁': 1.0, '粉末': 1.0}, '服务': {'买家': 1.0, '卖家': 1.0, '服务态度': 1.0}, '质量': {'噪音': 2.0, '声音': 3.0, '挺好': 1.0, '粗细': 1.0, '塑料盖': -1.0}}","{'产品功能': '榨汁 切菜 绞肉 碎冰 干磨 搅拌 和面 打蛋 制奶昔 混合 绞肉 切丝 切片', '适用人数': '4-5人', '颜色分类': '红色'}"
109,long plus,60,27.0,7533.0,{'4': '婴儿辅食'},,"{'产品功能': '榨汁\xa0切菜\xa0绞肉\xa0碎冰\xa0干磨\xa0搅拌\xa0制奶昔\xa0混合\xa0绞肉', '适用人数': '5人及以上', '颜色分类': '粉色'}"
110,deass/德氏,FE318F1,5.0,1490.0,{'4': '婴儿辅食'},"{'功能': {'南瓜': 1.0, '果汁': 8.0, '核桃': 1.0, '梨汁': 1.0, '榨汁': 3.0, '橙汁': 1.0, '水果': 3.0, '生肉': 1.0, '红豆': 0.0, '绞肉': 3.0, '肉馅': 1.0, '芝麻': 0.0, '苹果': 1.0, '豆浆': 3.0, '转速': 3.0, '辅食': 9.0, '食物': 1.0, '土豆泥': 1.0, '很给力': 1.0, '果汁机': 1.0, '榨汁机': 2.0, '火龙果': 1.0, '研磨机': 1.0, '胡萝卜': 1.0, '苹果汁': 2.0, '速度快': 1.0}, '服务': {'亲们': 2.0, '包装': 4.0, '卖家': 14.0, '好评': 7.0, '客服': 34.0, '店家': 1.0, '态度': 46.0, '文德': 2.0, '赠品': 3.0, '保修卡': 1.0, '说明书': 1.0, '产品包装': 2.0, '售后服务': 1.0, '服务态度': 35.0}, '款式': {'土豪': 1.0, '塑料': -1.0, '外型': 1.0, '外形': 3.0, '款式': 1.0, '金色': 1.0, '颜值': 6.0, '颜色': 5.0, '很漂亮': 1.0}, '质量': {'刀头': -1.0, '勺子': -1.0, '噪音': 1.0, '声音': 13.0, '挺好': 9.0, '用料': 1.0, '盖子': 1.0, '质量': 69.0, '塑料味': 0.0, '安全系数': 0.0}}","{'产品功能': '榨汁 切菜 绞肉 碎冰 干磨 搅拌 和面 打蛋 制奶昔 混合 绞肉', '适用人数': '4-5人', '颜色分类': '蓝色'}"
111,electrolux/伊莱克斯,EMB3005,71.0,18239.0,{'3': '全自动'},"{'功能': {'便携': 1.0, '功率': 0.0, '早餐': 1.0, '果汁': 9.0, '果肉': 1.0, '梨子': 1.0, '榨汁': 3.0, '水果': 2.0, '瓜果': 1.0, '程序': 1.0, '苹果': 0.0, '转速': 1.0, '香蕉': 1.0, '榨汁机': 5.0, '蔬菜泥': 1.0}, '服务': {'包装': 17.0, '好评': 4.0, '客服': 3.0, '店家': 1.0, '态度': 6.0, '果泥': 2.0, '脾气好': 1.0, '服务态度': 3.0}, '款式': {'个子': 1.0, '体积': 1.0, '外型': 1.0, '大小': 2.0, '易洗': 1.0, '机身': 1.0, '款式': 2.0, '外观美': 1.0, '产品设计': 1.0}, '质量': {'刀头': 1.0, '噪声': 1.0, '噪音': -4.0, '声音': 13.0, '工艺': 1.0, '底座': 2.0, '性能': 2.0, '挺好': 8.0, '环保': 1.0, '质量': 30.0, '不锈钢': 2.0, '塑料杯': 1.0, '密闭性': 1.0}}","{'产品功能': '榨汁\xa0绞肉\xa0碎冰\xa0干磨\xa0搅拌', '适用人数': '1-3人', '颜色分类': '银色'}"
112,fagor/法格,BV-373B,242.0,120758.0,"{'4': '婴儿辅食', '5': '小容量'}","{'功能': {'便携': 1.0, '果汁': 9.0, '梨子': 1.0, '榨汁': 3.0, '绞肉': 2.0, '很给力': 1.0, '效率高': 1.0, '榨汁机': 4.0, '芹菜汁': 1.0, '胡萝卜汁': 1.0}, '服务': {'包装': 18.0, '客服': 4.0, '态度': 11.0, '有问必答': 3.0, '服务态度': 4.0}, '款式': {'体型': 1.0, '体积': 1.0, '外形': 1.0, '机身': 7.0, '款式': 1.0, '颜值': 3.0, '颜色': 1.0, '很漂亮': 1.0}, '质量': {'刀头': 2.0, '噪音': -3.0, '声音': 0.0, '实物': 1.0, '性能': 1.0, '挺好': 2.0, '用料': 1.0, '质量': 33.0}}","{'产品功能': '榨汁\xa0干磨\xa0搅拌\xa0制奶昔\xa0混合\xa0绞肉', '适用人数': '1-3人', '颜色分类': '白色'}"
113,fagor/法格,BV-375KNA,5.0,3495.0,{'3': '全自动'},{'服务': {'包装': 1.0}},"{'产品功能': '榨汁\xa0切菜\xa0绞肉\xa0碎冰\xa0干磨\xa0搅拌\xa0和面\xa0打蛋\xa0制奶昔', '适用人数': '5人及以上', '颜色分类': '白色'}"
114,fornonr/方奈优品,FN-800,801.0,639198.0,"{'3': '全自动', '6': '智能'}","{'功能': {'功率': 2.0, '早餐': 1.0, '机型': 1.0, '果汁': 6.0, '果蔬': 1.0, '榨汁': -1.0, '渣渣': -3.0, '用途': 2.0, '米糊': 8.0, '豆汁': 1.0, '豆浆': 36.0, '豆渣': 1.0, '转速': 0.0, '食材': 2.0, '食物': 2.0, '鱼汤': 2.0, '鱼肉': -1.0, '味道香': 1.0, '果汁机': 2.0, '榨汁机': 0.0, '水果汁': 1.0, '牛肉馅': -1.0, '羊肉汤': 1.0, '苹果汁': 1.0, '蔬果汁': 1.0, '速度快': 1.0, '鲫鱼汤': -1.0}, '服务': {'包装': 23.0, '包裹': 1.0, '卖家': 3.0, '客服': 11.0, '店家': 2.0, '态度': 23.0, '箱子': -1.0, '赠品': -1.0, '外包装': 0.0, '说明书': 1.0, '售后服务': 2.0, '服务态度': 31.0}, '款式': {'外形': 1.0, '机身': -1.0, '样式': 1.0, '款式': 3.0, '颜色': 3.0, '黑色': 1.0}, '质量': {'刀子': 1.0, '商品': -1.0, '噪声': -1.0, '噪音': 20.0, '声响': 1.0, '声音': 130.0, '外壳': -1.0, '底座': 1.0, '手艺': -1.0, '挺好': 14.0, '气味': -2.0, '浓度': 1.0, '煮锅': 1.0, '燥音': 1.0, '蒸锅': 1.0, '质量': 50.0, '黄豆': 1.0, '塑料味': 1.0, '实用性': 1.0, '朋友们': 2.0, '粘稠度': 0.0, '耗时间': 1.0, '慎重考虑': 1.0}}","{'产品功能': '榨汁 绞肉 碎冰 搅拌 混合 绞肉', '适用人数': '5人及以上', '颜色分类': '黑色'}"
115,fronton/弗朗顿,JB-1525AG,3.0,1584.0,{'4': '婴儿辅食'},,"{'产品功能': '榨汁 切菜 绞肉 碎冰 干磨 搅拌 打蛋 制奶昔 混合 绞肉', '适用人数': '5人及以上', '颜色分类': '黑色'}"
116,fronton/弗朗顿,MNS-PB106,83.0,17347.0,{'3': '全自动'},,"{'产品功能': '榨汁 切菜 绞肉 搅拌 制奶昔', '适用人数': '5人及以上', '颜色分类': '黑色'}"
117,fulaier/福莱尔,FLE-219C,21.0,3948.0,{'4': '婴儿辅食'},"{'功能': {'果汁': 5.0, '榨汁': 4.0, '米粉': 1.0, '米糊': 2.0, '绞肉': 8.0, '肉馅': 1.0, '芝麻': 0.0, '豆浆': 2.0, '豆粉': -1.0, '辅食': 2.0, '榨汁机': 1.0, '苹果汁': 1.0, '速度快': 1.0, '五谷杂粮': 0.0}, '服务': {'包装': 19.0, '卖家': 2.0, '好评': 2.0, '客服': 6.0, '店家': 3.0, '态度': 14.0, '赠品': 7.0, '说明书': 1.0, '售后服务': 1.0, '服务态度': 14.0}, '款式': {'机身': 0.0, '款式': 1.0, '颜值': 1.0, '颜色': 1.0, '高大上': 1.0}, '质量': {'优势': 1.0, '刀头': 1.0, '噪声': 1.0, '噪音': 0.0, '声音': -2.0, '底座': 1.0, '开关': 1.0, '挺好': 6.0, '杂音': -1.0, '质量': 54.0, '实用性': 2.0}}","{'产品功能': '榨汁\xa0绞肉\xa0碎冰\xa0干磨\xa0搅拌\xa0和面\xa0打蛋\xa0制奶昔\xa0混合\xa0绞肉', '适用人数': '4-5人', '颜色分类': '紫色'}"
118,german pool/德国宝,PRO-10,61.0,182939.0,"{'3': '全自动', '4': '婴儿辅食'}",,"{'产品功能': '榨汁\xa0绞肉\xa0碎冰\xa0干磨\xa0搅拌\xa0制奶昔\xa0混合', '适用人数': '5人及以上', '颜色分类': '白色'}"
119,fulaier/福莱尔,FLE-219F,6.0,1128.0,{'4': '婴儿辅食'},"{'功能': {'果汁': 1.0, '绞肉': 1.0, '豆浆': 1.0}, '服务': {'包装': 0.0, '卖家': 1.0, '好评': 1.0, '态度': 1.0, '售后服务': 1.0, '服务态度': 1.0}, '质量': {'噪音': 2.0, '声音': 1.0, '外壳': 1.0, '质量': 4.0}}","{'产品功能': '榨汁\xa0绞肉\xa0碎冰\xa0干磨\xa0搅拌\xa0和面\xa0打蛋\xa0制奶昔\xa0混合\xa0绞肉', '适用人数': '4-5人', '颜色分类': '绿色'}"
120,fulaier/福莱尔,FLE518A,307.0,30086.0,{'4': '婴儿辅食'},"{'功能': {'功率': 1.0, '姜蒜': 1.0, '果汁': 1.0, '核桃': 0.0, '榨汁': 6.0, '水果': 1.0, '用途': 1.0, '碎肉': 1.0, '米糊': 1.0, '绞肉': 7.0, '肉馅': 2.0, '转速': 1.0, '食材': 2.0, '榨汁机': 1.0, '粉碎机': 2.0, '辣椒面': 2.0, '黑芝麻糊': 1.0}, '服务': {'包装': 9.0, '卖家': 6.0, '客服': 0.0, '态度': 12.0, '赠品': 2.0, '实体店': 1.0, '说明书': 1.0, '服务态度': 9.0}, '款式': {'体积': 1.0, '外形': 1.0, '易洗': 1.0, '颜色': 1.0}, '质量': {'刀头': 1.0, '刮痕': 1.0, '商品': 1.0, '噪音': 1.0, '声音': 12.0, '外壁': 1.0, '底座': 2.0, '性能': 2.0, '挺好': 1.0, '毛刺': 1.0, '盖子': -2.0, '质量': 48.0, '实用性': 3.0, '完好无缺': 1.0}}","{'产品功能': '榨汁\xa0绞肉\xa0碎冰\xa0干磨\xa0搅拌\xa0制奶昔\xa0混合', '适用人数': '4-5人', '颜色分类': '蓝色'}"
121,hap/韩派,M400,3.0,1104.0,{'2': '大容量'},,"{'产品功能': '榨汁 绞肉 碎冰 干磨 搅拌 和面 打蛋 制奶昔 混合 绞肉', '适用人数': '5人及以上', '颜色分类': '香槟金'}"
122,fxunshi/华迅仕,MD-8500A,30.0,2970.0,"{'4': '婴儿辅食', '7': '手持'}","{'功能': {'南瓜': 1.0, '橙汁': -1.0, '肉馅': 1.0, '西瓜': 0.0, '榨汁机': 1.0, '省时省力': 1.0}, '服务': {'卖家': 1.0, '发票': 0.0, '店家': 1.0, '服务态度': 1.0}, '质量': {'声音': 1.0, '质量': 7.0}}","{'产品功能': '榨汁\xa0切菜\xa0绞肉\xa0干磨\xa0搅拌\xa0和面\xa0打蛋', '适用人数': '5人及以上', '颜色分类': '黑色'}"
123,gemside/捷赛,JSP01,1.0,899.0,{'3': '全自动'},"{'功能': {'功率': 1.0, '果汁': 1.0, '榨汁': 1.0, '豆汁': 0.0}, '服务': {'包装': 1.0}, '款式': {'红色': 1.0}, '质量': {'声音': 2.0, '底座': 1.0, '质量': 6.0}}","{'产品功能': '榨汁\xa0绞肉\xa0碎冰\xa0干磨\xa0搅拌\xa0制奶昔\xa0混合', '适用人数': '4-5人', '颜色分类': '红色'}"
124,hattiecs/海蒂诗,AJ-5123,14.0,1106.0,"{'4': '婴儿辅食', '5': '小容量'}",,"{'产品功能': '切菜 绞肉 碎冰 干磨 搅拌 制奶昔 混合 绞肉', '适用人数': '1-3人', '颜色分类': '卡其色'}"
125,hattiecs/海蒂诗,RBM-728,23.0,16077.0,"{'3': '全自动', '4': '婴儿辅食'}",,"{'产品功能': '榨汁 绞肉 碎冰 干磨 搅拌 制奶昔 混合 绞肉', '适用人数': '5人及以上', '颜色分类': '绅士红'}"
126,haier/海尔,HBB-B0105,1.0,169.0,{'4': '婴儿辅食'},"{'功能': {'土豆': 1.0, '苹果': 0.0}, '服务': {'包装': 5.0, '果泥': 2.0, '服务态度': 1.0}, '款式': {'大小': 1.0}, '质量': {'噪音': 1.0, '声音': -4.0, '质量': 5.0}}","{'产品功能': '榨汁\xa0切菜\xa0绞肉\xa0搅拌\xa0打蛋\xa0制奶昔\xa0混合\xa0绞肉', '适用人数': '1-3人', '颜色分类': '白色'}"
127,herpusi,HC-1500,33.0,6237.0,{'4': '婴儿辅食'},"{'功能': {'功率': 10.0, '效率': 1.0, '果汁': 5.0, '榨汁': 2.0, '破壁': 1.0, '米糊': 1.0, '蒸肉': 0.0, '设备': 1.0, '豆浆': 14.0, '转速': 3.0, '食材': 1.0, '很给力': 1.0, '果子汁': -1.0, '榨汁机': 2.0}, '服务': {'信誉': 1.0, '包装': 55.0, '卖家': 19.0, '好评': 2.0, '客服': 2.0, '店家': 4.0, '态度': 21.0, '服务员': 1.0, '有问必答': 2.0, '服务态度': 39.0}, '款式': {'体积': 1.0, '外形': 2.0, '够大': 1.0, '按键': 2.0, '机身': 1.0, '款式': 3.0, '外观上': 1.0, '很漂亮': 1.0}, '质量': {'保险': 1.0, '刀头': 0.0, '噪声': 3.0, '噪音': 13.0, '声音': 53.0, '性能': 2.0, '挺好': 23.0, '杂音': -1.0, '燥音': 1.0, '环保': 1.0, '用料': 6.0, '盖子': 2.0, '胶圈': -1.0, '质量': 179.0, '冲击力': -1.0, '密封圈': -1.0, '朋友们': 1.0, '马力大': 1.0, '真材实料': 1.0}}","{'产品功能': '碎冰\xa0搅拌\xa0制奶昔\xa0混合', '适用人数': '4-5人', '颜色分类': '红色'}"
128,herpusi,HC-302Q,2.0,198.0,"{'3': '全自动', '4': '婴儿辅食', '5': '小容量'}",,"{'产品功能': '榨汁 绞肉 碎冰 干磨 搅拌 打蛋 制奶昔 混合 绞肉', '适用人数': '1-3人', '颜色分类': '黑色'}"
129,herpusi,HD-175A,8.0,3104.0,{'3': '全自动'},"{'功能': {'豆浆': 1.0, '杂粮粥': 1.0}, '服务': {'客服': 1.0, '服务态度': 1.0}, '质量': {'噪音': 4.0, '声音': 1.0, '质量': 2.0}}","{'产品功能': '豆浆，玉米汁，营养糊，宝宝辅食，老人流食 榨汁 碎冰 干磨 搅拌 制奶昔 混合', '适用人数': '4-5人', '颜色分类': '玫瑰金'}"
130,hgsuper,HG7701,146.0,25258.0,"{'4': '婴儿辅食', '7': '手持'}","{'功能': {'功率': 1.0, '肉馅': 1.0, '辅食': 1.0, '苹果泥': 1.0, '香蕉泥': 1.0, '黑芝麻': 0.0}, '服务': {'包装': 1.0, '客服': 3.0, '态度': 3.0, '果泥': 1.0, '店主人': 1.0, '售后服务': -1.0}, '质量': {'声音': 6.0, '成品': 1.0, '次品': -1.0, '质量': 5.0, '节省时间': 1.0}}","{'产品功能': '榨汁 切菜 绞肉 碎冰 干磨 搅拌 和面 打蛋 制奶昔 混合 绞肉 切丝 切片', '适用人数': '1-5人', '颜色分类': '黑色'}"
131,hgsuper,HG7702,1478.0,86906.4,"{'4': '婴儿辅食', '7': '手持'}","{'功能': {'冰糖': 1.0, '出汁': 2.0, '功率': 0.0, '南瓜': 1.0, '手法': 1.0, '打蛋': 0.0, '效率': 2.0, '果汁': 4.0, '核桃': 0.0, '榨汁': 4.0, '水果': -2.0, '米糊': 2.0, '绞肉': 4.0, '苹果': 1.0, '菜菜': 1.0, '虾皮': 0.0, '豆浆': 0.0, '转速': 1.0, '辅食': 7.0, '食物': 2.0, '功能性': 1.0, '很给力': 1.0, '打蛋器': -2.0, '果蔬汁': 1.0, '榨汁机': -1.0, '水果汁': 1.0, '猕猴桃': 2.0, '番茄汁': 3.0, '绞肉机': 1.0, '绿豆沙': 1.0, '胡萝卜': 2.0, '苹果泥': 5.0, '蔬菜泥': 1.0, '西瓜汁': 4.0, '里脊肉': 1.0, '香蕉泥': 1.0, '黄瓜汁': 1.0}, '服务': {'包装': 18.0, '包裹': 1.0, '卖家': 20.0, '好评': 9.0, '客服': 13.0, '店家': 3.0, '态度': 31.0, '果泥': 3.0, '链接': -1.0, '售后服务': 2.0, '服务态度': 31.0}, '款式': {'塑料': 1.0, '外型': 2.0, '外形': 3.0, '手感': 0.0, '按键': 2.0, '机身': -1.0, '样式': 1.0, '款式': 1.0, '神器': 1.0, '颜色': 1.0}, '质量': {'刀头': 3.0, '厨房': 1.0, '噪音': 2.0, '声音': 7.0, '实物': 1.0, '开关': 0.0, '成品': 1.0, '挺好': 19.0, '气味': 1.0, '眼光': 1.0, '质量': 90.0, '通透': 1.0, '塑料杯': -1.0, '灵敏度': -1.0}}","{'产品功能': '榨汁 绞肉 碎冰 干磨 搅拌 打蛋 制奶昔 混合 绞肉', '适用人数': '4-5人', '颜色分类': '灰色'}"
132,home-mill/好磨家,HMJ-1001,135.0,11178.0,"{'4': '婴儿辅食', '5': '小容量'}","{'功能': {'八角': 0.0, '大米': 0.0, '小米': 0.0, '榨汁': 3.0, '绞肉': 1.0, '虾皮': 0.0, '辅食': 1.0, '水果汁': 1.0, '苹果汁': 1.0, '草莓汁': 1.0}, '服务': {'包装': 5.0, '客服': 1.0, '态度': 5.0, '服务态度': 4.0}, '款式': {'外形': 1.0, '机身': -1.0, '颜色': 2.0}, '质量': {'噪音': -1.0, '声音': 8.0, '挺好': 4.0, '质量': 17.0}}","{'产品功能': '榨汁 绞肉 碎冰 干磨 搅拌 制奶昔 绞肉', '适用人数': '1-3人', '颜色分类': '白色 绿色 橙色'}"
133,hyundai/现代,089,7.0,831.6,"{'4': '婴儿辅食', '5': '小容量'}","{'功能': {'图案': 1.0, '熟食': 1.0, '米粥': 1.0, '绞肉': 5.0, '芝麻': -1.0, '蔬菜': -1.0, '辅食': 2.0, '蔬菜泥': 1.0, '饺子馅': 1.0}, '服务': {'包装': 8.0, '态度': 4.0, '换货': -1.0, '服务态度': 3.0}, '款式': {'体积': 1.0, '大小': 1.0, '款式': 2.0, '很漂亮': 2.0}, '质量': {'刀子': 1.0, '噪声': 1.0, '噪音': -2.0, '声音': 1.0, '玻璃': 5.0, '质量': 20.0, '完好无缺': 1.0}}","{'产品功能': '绞肉\xa0碎冰\xa0搅拌\xa0和面\xa0打蛋\xa0混合\xa0绞肉', '适用人数': '4-5人', '颜色分类': '蓝色 白色'}"
134,hyundai/现代,QC-JR089,1.0,139.0,"{'4': '婴儿辅食', '5': '小容量'}",,"{'产品功能': '榨汁 切菜 绞肉 碎冰 干磨 搅拌 和面 打蛋 制奶昔 混合 绞肉', '适用人数': '4-5人', '颜色分类': '升级版5件套 升级版5件套+研磨杯'}"
135,luby/洛贝,LBL-SL01,6.0,2514.0,{'3': '全自动'},{'质量': {'声音': 2.0}},"{'产品功能': '糊  粥 蒸煮 果蔬汁  汤羹 冰沙\xa0榨汁\xa0碎冰\xa0搅拌\xa0混合', '适用人数': '4-5人', '颜色分类': '白色'}"
136,jese/洁氏,JS-100G,2.0,7960.0,{'3': '全自动'},"{'功能': {'豆浆': 5.0, '鱼汤': 1.0}, '服务': {'客服': 1.0, '赠品': 1.0, '服务态度': 1.0}, '款式': {'机身': -1.0}, '质量': {'噪音': 1.0, '声音': 4.0, '底座': 1.0, '质量': 0.0}}","{'产品功能': '榨汁\xa0绞肉\xa0碎冰\xa0干磨\xa0搅拌\xa0制奶昔\xa0混合', '适用人数': '4-5人', '颜色分类': '黑色'}"
137,jese/洁氏,JS-100Y,2.0,5760.0,{'3': '全自动'},"{'功能': {'功率': 2.0, '早餐': 1.0, '智能': 1.0, '果汁': 2.0, '米糊': 1.0, '豆浆': 10.0, '转速': 2.0, '食物': 3.0, '很给力': 3.0, '黑米粥': 1.0}, '服务': {'包装': 25.0, '卖家': 1.0, '好评': 1.0, '客服': 2.0, '店家': 0.0, '态度': 6.0, '果泥': 1.0, '赠品': 4.0, '产品包装': 2.0, '服务态度': 8.0}, '款式': {'外形': 1.0, '大小': 1.0, '触屏': 1.0, '很漂亮': 1.0}, '质量': {'噪音': -6.0, '声音': -11.0, '性能': 1.0, '挺好': 2.0, '燥音': 1.0, '质量': 54.0}}","{'产品功能': '加热,豆浆,米糊,宝宝辅食,浓汤,绵粥\xa0榨汁\xa0绞肉\xa0碎冰\xa0干磨\xa0搅拌\xa0打蛋\xa0制奶昔\xa0混合\xa0绞肉', '适用人数': '4-5人', '颜色分类': '白色'}"
138,joyoung/九阳, JYL-C020E,10964.0,1736691.0,"{'3': '全自动', '4': '婴儿辅食'}","{'功能': {'一块': 1.0, '冰糖': -1.0, '冰都': 1.0, '出汁': 3.0, '功率': 6.0, '咖啡': 1.0, '地盘': 1.0, '奶油': 1.0, '干果': 0.0, '搅碎': 3.0, '效率': 1.0, '智能': 1.0, '构造': -1.0, '果汁': 89.0, '果肉': 1.0, '核桃': 0.0, '梨汁': 1.0, '榨汁': 40.0, '橙子': 1.0, '橙汁': 3.0, '水果': 18.0, '流食': 1.0, '渣渣': 1.0, '用途': 9.0, '瘦肉': 2.0, '百合': 0.0, '简介': 1.0, '米粉': 4.0, '米粒': 1.0, '米糊': 5.0, '糖粉': 1.0, '绞肉': 26.0, '美食': 1.0, '肉末': 1.0, '肉松': 1.0, '肉肉': -1.0, '肉馅': 3.0, '芒果': 1.0, '芝麻': 2.0, '花椒': 0.0, '花生': 2.0, '苹果': 4.0, '草莓': 1.0, '菜汁': 1.0, '菜泥': 2.0, '蒜蓉': 1.0, '蔬菜': 2.0, '虾皮': 0.0, '豆子': 1.0, '豆浆': 8.0, '豆渣': 0.0, '转速': 7.0, '辅食': 9.0, '雪梨': 1.0, '食材': 2.0, '食物': 3.0, '饺子': 1.0, '鲜甜': 3.0, '一体机': 2.0, '小米粥': 1.0, '很给力': 9.0, '果汁机': 6.0, '榨汁机': 50.0, '橘子汁': 1.0, '水果机': 1.0, '水果汁': 8.0, '研磨机': 1.0, '纯果汁': 0.0, '绞肉机': 2.0, '胡萝卜': 2.0, '芝麻酱': 1.0, '花生奶': 1.0, '芹菜汁': 1.0, '苹果汁': 10.0, '苹果泥': 2.0, '草莓汁': 1.0, '蔬菜汁': 3.0, '蔬菜泥': 1.0, '西瓜汁': 7.0, '西瓜籽': 3.0, '西红柿': 2.0, '辣椒面': 5.0, '过滤网': 7.0, '速度快': 9.0, '黑米粥': 1.0, '黑芝麻': 3.0, '制作方法': 1.0, '胡萝卜汁': 1.0, '自动控制': 4.0}, '服务': {'买家': 1.0, '五星': 2.0, '保装': -1.0, '信誉': 2.0, '包装': 191.0, '包裹': 2.0, '卖家': 32.0, '发票': -1.0, '好评': 45.0, '客户': 2.0, '客服': 87.0, '差评': -2.0, '店主': 1.0, '店家': 16.0, '态度': 118.0, '果泥': 10.0, '淘宝': 1.0, '盒子': -1.0, '箱子': -2.0, '联保': 2.0, '苏宁': 1.0, '虾米': 0.0, '赠品': 12.0, '包装盒': 0.0, '外包装': -1.0, '实体店': 7.0, '服务员': 1.0, '说明书': 1.0, '售后服务': 9.0, '有问必答': 3.0, '服务态度': 138.0}, '款式': {'体积': 5.0, '塑料': 2.0, '外型': 4.0, '外形': 9.0, '大小': 4.0, '尺寸': 1.0, '手感': 3.0, '按键': 0.0, '机身': 1.0, '样式': 3.0, '款式': 8.0, '白色': 4.0, '颜值': 9.0, '颜色': 15.0, '容量大': 1.0, '很漂亮': 15.0, '外观设计': 4.0, '美观大方': 1.0}, '质量': {'刀头': 16.0, '吸盘': 6.0, '商品': 13.0, '噪声': 1.0, '噪音': 23.0, '声音': 463.0, '外行': 1.0, '好货': 1.0, '实物': 3.0, '小块': 1.0, '底座': 6.0, '底盘': 0.0, '开关': -1.0, '很稳': 3.0, '很紧': 3.0, '性能': 5.0, '挺好': 85.0, '杂音': -2.0, '杯盖': -1.0, '果味': -1.0, '气味': 0.0, '滤网': 1.0, '焦味': -1.0, '燥音': 1.0, '物件': 1.0, '物美': 1.0, '环保': 1.0, '盖子': -1.0, '罐子': 1.0, '胶圈': 1.0, '螺丝': -1.0, '裂纹': -1.0, '质保': 1.0, '质量': 387.0, '零件': 3.0, '鲜香': 1.0, '吸附力': 1.0, '塑料杯': 1.0, '太完美': 1.0, '实用性': 6.0, '朋友们': 1.0, '电源线': 2.0, '稳定性': 3.0, '试一下': 2.0, '保护措施': 1.0, '完整无损': 5.0, '无法形容': 1.0}}","{'产品功能': '绞肉\xa0碎冰\xa0干磨\xa0搅拌\xa0打蛋\xa0制奶昔\xa0混合\xa0绞肉', '适用人数': '4-5人', '颜色分类': '白色'}"
