,brand,model,biz30day,total_sold_price,submarket,target_score,sku
293,supor/苏泊尔,JS36D-300,11.0,2269.0,{'4': '婴儿辅食'},"{'功能': {}, '服务': {'包装': 1.0, '服务态度': 0.0}, '款式': {'颜色': 1.0}, '质量': {'声音': 1.0, '质量': 1.0}}","{'产品功能': '榨汁\xa0绞肉\xa0碎冰\xa0干磨\xa0搅拌\xa0制奶昔\xa0混合\xa0切菜', '适用人数': '4-5人', '颜色分类': '红色'}"
294,supor/苏泊尔,JS39D-250,8234.0,996286.0,{'4': '婴儿辅食'},"{'功能': {'人性': 1.0, '冰糖': 0.0, '出汁': 3.0, '功率': 3.0, '手机': 1.0, '机型': -2.0, '果汁': 98.0, '果蔬': 3.0, '枣泥': 1.0, '核桃': 0.0, '梨汁': 3.0, '榨汁': 7.0, '水果': 7.0, '渣渣': 2.0, '用途': 3.0, '米粉': 2.0, '米糊': 2.0, '粗粮': 1.0, '纤维': 2.0, '绞肉': 0.0, '肉松': 1.0, '肉糜': 4.0, '肉质': 1.0, '肉馅': 1.0, '芝麻': 0.0, '苹果': -11.0, '菜叶': -1.0, '蔬菜': 1.0, '虾皮': 0.0, '豆子': 1.0, '豆浆': 7.0, '豆渣': 2.0, '转速': 40.0, '辅食': 7.0, '食物': 2.0, '饮料': 1.0, '饺子': 1.0, '香蕉': 1.0, '鲜甜': 3.0, '鸡肉': 0.0, '功能性': 1.0, '很给力': 1.0, '果汁机': 1.0, '榨汁机': 29.0, '纯果汁': 0.0, '绞肉机': -1.0, '胡萝卜': 1.0, '花生酱': 1.0, '苹果汁': 2.0, '苹果泥': 1.0, '蔬菜汁': 3.0, '西瓜汁': 1.0, '豆腐脑': 1.0, '过滤网': 3.0, '速度快': 1.0, '黑芝麻': 0.0, '机器运行': 1.0}, '服务': {'包装': 98.0, '卖家': 9.0, '好评': 16.0, '客户': 1.0, '客服': 43.0, '差评': -1.0, '店主': 1.0, '店家': 23.0, '态度': 96.0, '果泥': 20.0, '淘宝': 1.0, '盒子': -2.0, '素质': -20.0, '纸箱': -1.0, '赠品': 1.0, '包装盒': -1.0, '外包装': 2.0, '实体店': 1.0, '说明书': 2.0, '责任心': -1.0, '售后服务': 3.0, '服务态度': 53.0}, '款式': {'体积': 5.0, '印象': 1.0, '塑料': 2.0, '外形': 7.0, '外表': 1.0, '大小': 4.0, '尺寸': 5.0, '手感': 4.0, '机身': 0.0, '样式': 3.0, '款式': 6.0, '粉色': 1.0, '颜值': 11.0, '颜色': 20.0, '黑色': -1.0, '很漂亮': 30.0, '粉红色': -1.0}, '质量': {'刀头': 9.0, '吸盘': 5.0, '商品': 3.0, '噪声': 3.0, '噪音': 7.0, '块状': 1.0, '声音': 146.0, '实物': 2.0, '巴适': 1.0, '底座': -1.0, '很稳': 2.0, '性能': 43.0, '挺好': 57.0, '料子': -1.0, '杂音': -1.0, '气味': 1.0, '滤网': 1.0, '物美': 1.0, '电钻': 1.0, '糊味': -1.0, '罐子': 1.0, '语法': 1.0, '质量': 185.0, '三文鱼': -1.0, '塑料味': -1.0, '实用性': -1.0, '密封圈': 1.0, '有裂痕': -1.0, '朋友们': 2.0, '真材实料': 1.0}}","{'产品功能': '果酱\xa0榨汁\xa0绞肉\xa0干磨\xa0搅拌\xa0制奶昔\xa0绞肉', '适用人数': '3-5人', '颜色分类': '粉色'}"
295,supor/苏泊尔,SJ609B-300,53.0,9857.0,"{'3': '全自动', '4': '婴儿辅食', '7': '手持'}","{'功能': {}, '服务': {'包装': 3.0, '发票': 1.0, '服务态度': 3.0}, '款式': {'很漂亮': 2.0}, '质量': {'噪音': -2.0, '声音': 2.0, '罐子': 1.0, '质量': 4.0}}","{'产品功能': '切菜\xa0绞肉\xa0搅拌\xa0打蛋\xa0混合', '适用人数': '1-3人', '颜色分类': '红色'}"
296,supor/苏泊尔,TJE08A-250,1075.0,198191.0,"{'3': '全自动', '4': '婴儿辅食', '5': '小容量'}","{'功能': {'南瓜': 1.0, '智能': -1.0, '果汁': 17.0, '果肉': -1.0, '榨汁': 14.0, '水果': 3.0, '渣渣': -1.0, '纤维': 1.0, '苹果': 1.0, '西瓜': 1.0, '转速': 1.0, '辅食': 1.0, '青瓜': 1.0, '香蕉': 1.0, '很给力': 1.0, '果汁机': 5.0, '榨汁机': 33.0, '草莓汁': 1.0, '蔬果汁': 1.0, '西瓜汁': 4.0, '西红柿': -1.0, '黄瓜汁': 1.0, '电源开关': -1.0}, '服务': {'五星': 1.0, '包装': 33.0, '卖家': 1.0, '好评': 7.0, '客服': 6.0, '态度': 5.0, '果泥': 1.0, '赠品': 1.0, '售后服务': 1.0, '服务态度': 14.0}, '款式': {'体积': 0.0, '品相': 1.0, '外形': 1.0, '手感': 2.0, '机身': 3.0, '款式': 2.0, '红色': 4.0, '颜值': 0.0, '颜色': 5.0, '大红色': 1.0, '很漂亮': 1.0}, '质量': {'刀头': 1.0, '商品': -1.0, '噪声': 3.0, '噪音': 8.0, '声音': 49.0, '底座': 2.0, '强度': 1.0, '挺好': 22.0, '质量': 82.0, '密封圈': -1.0, '粗纤维': 0.0, '蛋白质': 0.0, '使用寿命': 1.0, '科学合理': 2.0}}","{'产品功能': '榨汁 碎冰 搅拌 制奶昔 混合', '适用人数': '1-3人', '颜色分类': '红色'}"
297,teables/泰博斯,SY-1,113.0,13447.0,{'4': '婴儿辅食'},"{'功能': {'绞肉': 1.0}, '服务': {'包装': 1.0, '好评': 1.0, '差评': 1.0, '态度': 1.0, '服务态度': 3.0}, '款式': {'款式': 1.0}, '质量': {'声音': -1.0, '挺好': 1.0}}","{'产品功能': '榨汁\xa0切菜\xa0绞肉\xa0碎冰\xa0干磨\xa0搅拌\xa0制奶昔\xa0混合\xa0绞肉', '适用人数': '1-3人', '颜色分类': '蓝色'}"
298,tescom,TMV1500,139.0,244394.0,"{'3': '全自动', '4': '婴儿辅食'}","{'功能': {'效率': 1.0, '果汁': 13.0, '果肉': 1.0, '榨汁': 1.0, '橙汁': 1.0, '水果': -1.0, '渣渣': 1.0, '真空': 4.0, '苹果': 1.0, '豆浆': 1.0, '豆渣': -1.0, '转速': 1.0, '果蔬汁': 3.0, '榨汁机': 1.0, '水果汁': 1.0, '蔬菜汁': 2.0, '木瓜牛奶': 1.0}, '服务': {'包装': 9.0, '卖家': 1.0, '客服': 6.0, '态度': 6.0, '赠品': 1.0, '真空杯': 1.0, '说明书': 1.0, '服务态度': 4.0}, '款式': {'颜值': 1.0}, '质量': {'商品': 1.0, '噪音': 5.0, '声音': 18.0, '挺好': 2.0, '盖子': -1.0, '质量': 5.0, '转换器': 1.0}}","{'产品功能': '真空料榨\xa0榨汁\xa0搅拌\xa0制奶昔\xa0混合', '适用人数': '5人及以上', '颜色分类': '白色'}"
299,wik/伟嘉,电动迷你搅拌机,35.0,4830.0,{'5': '小容量'},,"{'产品功能': '搅拌 制奶昔 混合', '适用人数': '4-5人', '颜色分类': '银色'}"
300,tescom,TMV1550,56.0,114370.0,"{'3': '全自动', '4': '婴儿辅食'}","{'功能': {'果汁': 1.0}, '服务': {'包装': 1.0, '客服': 1.0}, '质量': {'声音': 1.0}}","{'产品功能': '真空保存\xa0榨汁\xa0搅拌\xa0制奶昔\xa0混合', '适用人数': '1-5人', '颜色分类': '玫瑰金'}"
301,topkitch,MS-1,80.0,21654.4,{'3': '全自动'},,"{'产品功能': '搅拌 制奶昔 混合', '适用人数': '1-3人', '颜色分类': 'MS-1单头奶昔机 MS-2双头奶昔机'}"
302,toplife/好生活,TL-7233DP,11.0,12980.0,"{'3': '全自动', '4': '婴儿辅食'}","{'功能': {'用途': 1.0, '米糊': 1.0, '豆浆': 3.0}, '服务': {'卖家': 1.0, '客服': 2.0, '态度': 1.0, '说明书': 1.0, '服务态度': 1.0}, '款式': {'机身': -1.0}, '质量': {'声音': 5.0, '质量': 6.0}}","{'产品功能': '榨汁\xa0绞肉\xa0碎冰\xa0干磨\xa0搅拌\xa0混合', '适用人数': '4-5人', '颜色分类': '红色'}"
303,toplife/好生活,TL-783B,22.0,21978.0,{'3': '全自动'},"{'功能': {'出汁': 1.0, '功率': 9.0, '南瓜': 1.0, '土豆': 1.0, '太笨': -2.0, '早餐': 1.0, '早饭': 1.0, '果汁': 40.0, '果皮': -1.0, '枸杞': 1.0, '核桃': 1.0, '梨汁': 1.0, '榨汁': 3.0, '水果': 1.0, '玉米': 1.0, '用途': 0.0, '程序': 1.0, '简介': 2.0, '米粉': 1.0, '米糊': 47.0, '米胡': 1.0, '芹菜': 1.0, '苹果': 2.0, '蔬果': 2.0, '蔬菜': 1.0, '豆子': 1.0, '豆浆': 55.0, '豆渣': 1.0, '转速': 11.0, '辅食': -1.0, '食材': -1.0, '食物': 3.0, '香蕉': -1.0, '鱼汤': 9.0, '鲜甜': 1.0, '榨汁机': 1.0, '水果汁': 1.0, '草莓汁': 1.0, '黑芝麻': 0.0, '黑豆浆': 1.0, '五谷杂粮': 1.0}, '服务': {'京东': 1.0, '包装': 114.0, '卖家': 14.0, '好评': 9.0, '客服': 31.0, '店家': 7.0, '态度': 47.0, '赠品': 13.0, '外包装': 1.0, '实体店': 1.0, '说明书': 3.0, '产品包装': 2.0, '售后服务': 2.0, '有问必答': 4.0, '服务态度': 46.0, '纸盒包装': 1.0}, '款式': {'体积': 1.0, '分量': 1.0, '印象': 1.0, '品相': 2.0, '外型': 2.0, '外形': 10.0, '外表': 3.0, '屏幕': 1.0, '按键': 2.0, '机身': 0.0, '样式': 4.0, '款式': 10.0, '紫色': 10.0, '色彩': 1.0, '颜值': 3.0, '颜色': 21.0, '很漂亮': 5.0, '显示屏': 1.0, '外观设计': 2.0}, '质量': {'刀头': -2.0, '商品': 2.0, '噪声': 3.0, '噪音': 14.0, '声音': 92.0, '外壳': 1.0, '实物': 1.0, '岁数': 1.0, '底座': 5.0, '底盘': -1.0, '性能': 2.0, '成品': 2.0, '挺好': 8.0, '标识': 1.0, '档次': 1.0, '棉柔': 1.0, '烤漆': 1.0, '环保': 1.0, '玻璃': 5.0, '质量': 129.0, '黏稠': 1.0, '实用性': 1.0, '朋友们': 1.0, '清洗液': 1.0, '持续时间': 1.0, '真材实料': 1.0}}","{'产品功能': '加热\xa0榨汁\xa0绞肉\xa0碎冰\xa0干磨\xa0搅拌\xa0制奶昔\xa0混合\xa0绞肉', '适用人数': '4-5人', '颜色分类': '紫色'}"
304,ukoeo,PR6,3.0,3240.0,{'3': '全自动'},"{'功能': {'功率': 5.0, '果汁': 2.0, '榨汁': 1.0, '米糊': 1.0, '糖粉': 1.0, '豆浆': 12.0, '食材': 1.0, '鱼汤': 1.0, '亚麻籽': 0.0, '冰激凌': 1.0, '椰子汁': 1.0, '红枣茶': 1.0, '花生奶': 1.0, '苹果泥': 1.0, '五谷杂粮': 1.0}, '服务': {'包装': 10.0, '口碑': 1.0, '客服': 2.0, '态度': 2.0, '箱子': 1.0, '服务态度': 1.0}, '款式': {'手感': 1.0, '机身': 0.0, '颜值': 2.0, '颜色': 1.0, '大红色': 2.0, '很漂亮': 1.0, '显示屏': 1.0}, '质量': {'噪音': -1.0, '声音': 6.0, '成品': 1.0, '挺好': 2.0, '火力': 1.0, '玻璃': 5.0, '碎成': 0.0, '触感': 1.0, '质量': 13.0, '香糯': 1.0}}","{'产品功能': '榨汁\xa0碎冰\xa0干磨\xa0搅拌\xa0制奶昔\xa0绞肉', '适用人数': '4-5人', '颜色分类': '红色'}"
305,ukoeo,PR9,1.0,399.0,"{'3': '全自动', '4': '婴儿辅食', '6': '智能'}",,"{'产品功能': '豆浆\xa0榨汁\xa0碎冰\xa0搅拌\xa0制奶昔\xa0绞肉', '适用人数': '4-5人', '颜色分类': '粉色'}"
306,viomi/云米,YM-BH01,24.0,35976.0,"{'3': '全自动', '4': '婴儿辅食'}","{'功能': {'功率': 1.0, '熬粥': 1.0, '米糊': 1.0}, '款式': {'够大': 1.0, '神器': 1.0}, '质量': {'噪音': -1.0, '声音': 4.0, '火力': 1.0, '质量': 3.0, '不锈钢': 1.0}}","{'产品功能': '榨汁\xa0切菜\xa0绞肉\xa0碎冰\xa0干磨\xa0搅拌\xa0和面\xa0打蛋\xa0制奶昔\xa0混合\xa0绞肉\xa0切丝 切片', '适用人数': '5人及以上', '颜色分类': '黑色'}"
307,westinghouse/西屋,A1,6.0,19080.0,{'3': '全自动'},"{'功能': {'功率': 2.0, '果汁': 1.0, '豆浆': 3.0, '豆渣': 1.0, '辅食': 1.0, '中药材': 0.0, '水果汁': 1.0}, '服务': {'赠品': 2.0, '服务态度': 1.0}, '款式': {'机身': 1.0}, '质量': {'声音': 0.0, '底盘': 1.0, '挺好': 1.0, '质量': 7.0}}","{'产品功能': '榨汁\xa0绞肉\xa0碎冰\xa0干磨\xa0搅拌\xa0制奶昔\xa0混合', '适用人数': '4-5人', '颜色分类': '红色'}"
308,whirlpool/惠而浦,WBL-MS302D,18.0,3752.0,{'5': '小容量'},"{'功能': {'出汁': 1.0, '渣渣': 1.0, '榨汁机': 2.0, '蔬菜汁': 1.0}, '服务': {'包装': 1.0, '客户': 1.0, '客服': 1.0, '态度': 1.0, '果泥': 1.0, '服务态度': 2.0}, '款式': {'颜值': 1.0, '颜色': 2.0}, '质量': {'声音': 2.0, '实物': -1.0, '真棒': 1.0, '质量': 2.0}}","{'产品功能': '榨汁\xa0切菜\xa0碎冰\xa0搅拌\xa0制奶昔\xa0混合', '适用人数': '1-3人', '颜色分类': '红色'}"
309,wmf,KULT X,22.0,7705.0,{'4': '婴儿辅食'},"{'功能': {'早餐': 1.0, '果汁': 1.0, '榨汁': 2.0, '橙子': 1.0, '橙汁': 1.0, '转速': -1.0, '榨汁机': 0.0, '速度快': 1.0}, '服务': {'口碑': 1.0, '店家': 1.0, '态度': 1.0, '服务态度': 1.0}, '款式': {'机身': 1.0}, '质量': {'刀头': 1.0, '商品': 1.0, '声音': -1.0, '挺好': 1.0, '质量': 4.0}}","{'产品功能': '果酱\xa0榨汁\xa0碎冰\xa0搅拌\xa0制奶昔\xa0混合', '适用人数': '1-3人', '颜色分类': '单独1个杯子0.6L 料理机1套(配1个杯子） 单独1个不锈钢保温杯 单独1个杯子0.3L'}"
310,信言,AMT2516,184.0,3772.44,"{'4': '婴儿辅食', '5': '小容量'}","{'功能': {'亚麻籽': 1.0, '速度快': 1.0}, '服务': {'包装': 1.0, '卖家': 1.0, '客服': 1.0, '态度': 3.0, '服务态度': 3.0}, '款式': {'大小': 2.0, '尺寸': 1.0, '颜值': 1.0}, '质量': {'噪音': 1.0, '声音': 1.0, '绞刀': -1.0, '质量': 4.0}}","{'产品功能': '榨汁 绞肉 碎冰 干磨 搅拌 打蛋 制奶昔 混合 绞肉', '适用人数': '4-5人', '颜色分类': '红色'}"
311,凯云,1251-3,106.0,12795.2,"{'4': '婴儿辅食', '7': '手持'}","{'功能': {'功率': 1.0, '绞肉': 1.0, '转速': 1.0, '绞肉机': 1.0}, '服务': {'包装': 1.0, '态度': 4.0, '果泥': 2.0}, '质量': {'噪音': 2.0, '声音': 2.0, '挺好': -1.0, '质量': 5.0, '大马力': 1.0}}","{'产品功能': '榨汁 切菜 绞肉 碎冰 干磨 搅拌 和面 打蛋 制奶昔 混合 绞肉 切丝 切片', '适用人数': '5人及以上', '颜色分类': '红色'}"
312,凯云,KY- 602,5631.0,330485.59,"{'4': '婴儿辅食', '7': '手持'}","{'功能': {'便携': 1.0, '功率': 8.0, '南瓜': 1.0, '土豆': 0.0, '手机': 0.0, '打蛋': 1.0, '搅碎': -1.0, '效率': 0.0, '果汁': 17.0, '果粒': 1.0, '果酱': 2.0, '桃子': 2.0, '梨汁': 1.0, '榨汁': 9.0, '橘子': 1.0, '橙子': 1.0, '水果': 1.0, '牛肉': 1.0, '猪肉': 1.0, '用途': 4.0, '瘦肉': 1.0, '筛网': 1.0, '米糊': 11.0, '绞肉': 1.0, '肉松': 2.0, '肉肉': 5.0, '芒果': 1.0, '苹果': 14.0, '草莓': 2.0, '菜泥': 7.0, '蒜泥': 1.0, '蔬菜': 6.0, '蘑菇': 0.0, '虾皮': -2.0, '蛋清': 1.0, '西兰': 1.0, '豆浆': 0.0, '转数': 1.0, '转速': 8.0, '辅食': 88.0, '面片': 1.0, '食材': 0.0, '食物': 17.0, '饺子': -1.0, '香蕉': 4.0, '不方便': 1.0, '傻瓜式': 1.0, '哈密瓜': 1.0, '土豆泥': 10.0, '很给力': 3.0, '打蛋器': 1.0, '榨汁机': 1.0, '樱桃汁': 1.0, '橘子汁': 2.0, '水果汁': 2.0, '火龙果': 1.0, '番茄汁': 2.0, '绞肉机': 1.0, '胡萝卜': 6.0, '芒果汁': 1.0, '花生酱': -1.0, '苹果汁': 6.0, '苹果泥': 26.0, '葡萄汁': 2.0, '蔬菜汁': 1.0, '蔬菜泥': 11.0, '西瓜汁': 5.0, '过滤网': 4.0, '速度快': 4.0, '香蕉泥': 3.0, '一段时间': 1.0, '单手操作': 1.0, '省时省力': 5.0, '蔬菜水果': 2.0}, '服务': {'买家': 1.0, '亲们': 4.0, '信用': 1.0, '包装': 23.0, '包裹': 0.0, '包邮': 1.0, '卖家': 29.0, '好评': 134.0, '客服': 30.0, '店主': 2.0, '店家': 11.0, '态度': 65.0, '果泥': 31.0, '淘宝': 2.0, '盒子': 2.0, '箱子': 1.0, '赠品': 1.0, '链接': 1.0, '保修卡': 1.0, '包装盒': 0.0, '外包装': -4.0, '说明书': 0.0, '售后服务': 1.0, '服务态度': 64.0}, '款式': {'体积': 1.0, '分量': -1.0, '塑料': -1.0, '外型': 1.0, '外表': 0.0, '够大': 1.0, '大小': 4.0, '尺寸': -2.0, '手感': 5.0, '样式': 3.0, '款式': 2.0, '神器': 9.0, '紫色': -1.0, '颜值': 1.0, '颜色': 2.0, '体积小': 1.0, '厚重感': 1.0}, '质量': {'不值': 2.0, '刀头': 7.0, '刀子': 2.0, '商品': 3.0, '噪声': 0.0, '噪音': 9.0, '声音': 53.0, '外壳': 1.0, '够劲': 1.0, '宝物': 0.0, '实物': 2.0, '寿命': 1.0, '底盘': 1.0, '开关': -1.0, '性能': 3.0, '成品': 2.0, '手艺': -2.0, '挺好': 141.0, '气味': 1.0, '滤网': 3.0, '物美': 2.0, '电线': -1.0, '缝隙': 6.0, '质量': 280.0, '零件': 1.0, '齿轮': 1.0, '三文鱼': 0.0, '吸附力': -1.0, '回头客': 1.0, '塑料味': 1.0, '塑料杯': -1.0, '实用性': 6.0, '清洗液': 1.0, '试一下': 1.0, '颗粒状': 1.0, '使用价值': 1.0, '使用寿命': 4.0}}","{'产品功能': '榨汁 绞肉 碎冰 干磨 搅拌 打蛋 制奶昔 混合 绞肉', '适用人数': '5人及以上', '颜色分类': '【套餐一】单棒+料理杯 【套餐二】单棒+料理杯+打蛋器 凯云料理棒刀头'}"
313,凯云,KY-3,2005.0,238195.59,"{'4': '婴儿辅食', '7': '手持'}","{'功能': {'功率': 3.0, '太笨': -1.0, '打蛋': 2.0, '数字': 1.0, '果子': 1.0, '果汁': 4.0, '果肉': 1.0, '榨汁': 5.0, '水果': 1.0, '海椒': 1.0, '熬粥': 1.0, '用途': 1.0, '电路': 1.0, '瘦肉': 1.0, '米糊': 1.0, '绞肉': 7.0, '肉肉': 1.0, '肉馅': 1.0, '苹果': 2.0, '草莓': -1.0, '菜泥': 1.0, '虾皮': 0.0, '蛋糕': 1.0, '豆浆': 1.0, '转速': 2.0, '辅食': 12.0, '食物': 1.0, '馄饨': 1.0, '香蕉': 1.0, '土豆泥': 1.0, '打蛋器': 6.0, '果汁机': 0.0, '榨汁机': 2.0, '绞肉机': 2.0, '苹果汁': 3.0, '苹果泥': 3.0, '蔬菜泥': 1.0, '西红柿': 1.0, '速度快': 1.0, '香蕉泥': 3.0, '单手操作': 1.0, '随身携带': 1.0}, '服务': {'亲亲': 1.0, '亲们': 2.0, '包装': 121.0, '卖家': 21.0, '好评': 14.0, '客服': 5.0, '店家': 6.0, '态度': 28.0, '果泥': 7.0, '箱子': 1.0, '赠品': 6.0, '包得很': 1.0, '外包装': 1.0, '服务态度': 30.0}, '款式': {'大小': 1.0, '手感': 14.0, '按键': 1.0, '机身': 0.0, '款式': 2.0, '颜值': 5.0, '很漂亮': 2.0, '紫甘蓝': -1.0}, '质量': {'噪音': 4.0, '声音': 1.0, '实物': 2.0, '挺好': 39.0, '物美': 1.0, '质保': 1.0, '质量': 273.0, '清洗液': 2.0}}","{'产品功能': '榨汁 切菜 绞肉 碎冰 干磨 搅拌 和面 打蛋 制奶昔 混合 绞肉 切丝 切片', '适用人数': '5人及以上', '颜色分类': '红色'}"
314,凯福赛,207,1.0,158.0,{'4': '婴儿辅食'},,"{'产品功能': '榨汁 切菜 绞肉 碎冰 干磨 搅拌 和面 打蛋 制奶昔 混合 绞肉 切丝 切片', '适用人数': '4-5人', '颜色分类': '红色'}"
315,凯云,KY-601,61.0,7339.0,{'4': '婴儿辅食'},"{'功能': {'功率': 2.0, '奶油': 1.0, '效率': 0.0, '果汁': 1.0, '绞肉': 2.0, '肉馅': 1.0, '苹果': 1.0, '转速': 1.0, '辅食': 1.0, '香蕉': 1.0, '很给力': 1.0, '绞肉机': 1.0, '苹果汁': 3.0, '苹果泥': 2.0, '西瓜汁': 1.0, '胡萝卜汁': 1.0}, '服务': {'买家': 1.0, '包装': 3.0, '包裹': 2.0, '卖家': 2.0, '客户': 1.0, '客服': 5.0, '店家': 2.0, '店铺': 1.0, '态度': 7.0, '果泥': 0.0, '赠品': 1.0, '外包装': -1.0, '说明书': 1.0, '服务态度': 9.0}, '款式': {'塑料': 1.0, '手感': 1.0}, '质量': {'刀头': 2.0, '噪音': -1.0, '声音': 0.0, '挺好': 2.0, '物件': 1.0, '质量': 26.0, '实用性': 2.0}}","{'产品功能': '榨汁 切菜 绞肉 碎冰 干磨 搅拌 打蛋 制奶昔 混合 绞肉 切丝 切片', '适用人数': '5人及以上', '颜色分类': '银色'}"
316,凯云,LM-FS501,1.0,139.0,{'4': '婴儿辅食'},,"{'产品功能': '榨汁 切菜 绞肉 碎冰 干磨 制奶昔 混合', '适用人数': '5人及以上', '颜色分类': '红色'}"
317,奥诺斯,AMS-998,13.0,5288.4,{'2': '大容量'},,"{'产品功能': '榨汁 切菜 绞肉 碎冰 干磨 搅拌 打蛋 制奶昔 绞肉', '适用人数': '5人及以上', '颜色分类': '2.5L(2000W) 4L(2300W) 5L(2600W)'}"
318,合慧,H1,181.0,39458.0,"{'4': '婴儿辅食', '5': '小容量'}","{'功能': {'南瓜': 1.0, '效率': 0.0, '果汁': 3.0, '榨汁': 2.0, '水果': 1.0, '热饮': 1.0, '碎肉': 1.0, '米糊': 3.0, '豆浆': 1.0, '果汁机': 1.0, '省时省力': 1.0}, '服务': {'包装': 11.0, '卖家': 1.0, '客服': 4.0, '态度': 7.0, '售后服务': 1.0, '服务态度': 13.0}, '款式': {'大小': 2.0, '蓝色': 2.0, '表面': 1.0, '颜色': 4.0, '很漂亮': 1.0}, '质量': {'噪音': -1.0, '声音': 2.0, '小块': 0.0, '底座': 1.0, '挺好': 3.0, '用料': 1.0, '质量': 39.0, '高效率': 1.0}}","{'产品功能': '榨汁\xa0绞肉\xa0碎冰\xa0干磨\xa0搅拌', '适用人数': '4-5人', '颜色分类': '绿色'}"
319,合慧,H3,23.0,11477.0,{'4': '婴儿辅食'},,"{'产品功能': '榨汁 绞肉 碎冰 干磨 搅拌 制奶昔 混合 绞肉', '适用人数': '4-5人', '颜色分类': '红色'}"
320,合慧,HH201,31.0,8928.0,"{'4': '婴儿辅食', '5': '小容量'}","{'功能': {'辅食': 1.0}, '款式': {'蓝色': 1.0, '颜色': 1.0}, '质量': {'噪音': 2.0, '声音': 1.0, '质量': 4.0}}","{'产品功能': '榨汁\xa0切菜\xa0绞肉\xa0碎冰\xa0干磨\xa0搅拌\xa0和面\xa0打蛋\xa0制奶昔\xa0混合\xa0绞肉\xa0切丝 切片', '适用人数': '4-5人', '颜色分类': '红色'}"
321,喜贡,HL-1878,2605.0,778895.0,"{'3': '全自动', '4': '婴儿辅食'}","{'功能': {'两用': 1.0, '八角': 1.0, '内胆': 1.0, '功率': 4.0, '干豆': 1.0, '早餐': 1.0, '果汁': 24.0, '橙汁': 1.0, '滤渣': 1.0, '用途': 1.0, '破壁': 1.0, '米粉': 1.0, '米糊': 15.0, '红豆': 0.0, '绞肉': 2.0, '花生': 2.0, '豆子': 0.0, '豆汁': 1.0, '豆沙': 1.0, '豆浆': 122.0, '豆渣': 2.0, '转数': 2.0, '转速': 4.0, '辅食': 2.0, '银耳': 1.0, '食材': 1.0, '食物': 1.0, '香蕉': 1.0, '鱼汤': 5.0, '鱼肉': 1.0, '八宝粥': 1.0, '功能性': 1.0, '味道香': 0.0, '很给力': 1.0, '果汁机': 1.0, '榨汁机': 1.0, '花生米': 1.0, '速度快': -1.0, '鲫鱼汤': 1.0, '一段时间': 0.0, '控制面板': 0.0, '省时省力': 1.0}, '服务': {'买家': 1.0, '亲们': 1.0, '信誉': 1.0, '包装': 65.0, '包裹': 2.0, '卖家': 19.0, '好评': 32.0, '客服': 28.0, '店主': 1.0, '店家': 1.0, '态度': 45.0, '外包装': 1.0, '售后服务': 1.0, '有问必答': 1.0, '服务态度': 54.0}, '款式': {'体积': 1.0, '外形': 1.0, '外表': 2.0, '按键': 1.0, '机身': 1.0, '样式': 1.0, '款式': 3.0, '红色': 1.0, '色彩': 1.0, '颜色': 5.0, '第一印象': 1.0}, '质量': {'吐槽': -1.0, '嗓音': -1.0, '噪声': 3.0, '噪音': -1.0, '声音': 215.0, '底座': 2.0, '性能': 5.0, '挺好': 33.0, '时效': 1.0, '杂音': -1.0, '玻璃': 9.0, '盖子': -1.0, '细度': 2.0, '质量': 178.0, '音声': 1.0, '马达': 1.0, '塑料味': -1.0, '实用性': 1.0, '机器声': 1.0, '清洗液': 1.0, '试一下': 1.0, '马力好': 1.0, '使用寿命': 1.0}}","{'产品功能': '榨汁 切菜 绞肉 碎冰 干磨 搅拌 和面 打蛋 制奶昔 混合 绞肉', '适用人数': '4-5人', '颜色分类': '红色'}"
